School District,Distance to Subway (km),House Area (sqm),Room Count,Plot Ratio,Parking Ratio,House Age (years),House Price (CNY),Cost Performance Level
5,8.78,31.76,1,2.56,1.56,41,633760.0,2
3,4.49,90.66,3,0.93,2.16,6,2022910.0,2
5,2.92,90.98,3,1.25,3.45,29,2209170.0,4
10,8.97,167.49,5,3.01,0.42,17,3854610.0,3
4,8.63,75.45,2,1.6,3.55,15,1533500.0,1
8,1.72,129.07,4,1.07,4.63,12,3207870.0,5
5,0.36,114.87,3,2.52,3.82,32,3008740.0,4
10,0.99,161.72,5,1.25,0.96,6,4550110.0,5
8,2.94,143.83,4,1.45,0.44,29,3536350.0000000005,5
9,9.73,124.85,4,2.67,2.45,10,2758080.0,3
4,5.63,97.81,3,3.09,4.78,5,2094480.0,2
7,3.8,45.91,1,3.09,4.1,20,1023219.9999999999,5
2,8.9,129.88,4,2.19,2.81,31,2728910.0,1
6,4.59,141.22,4,2.09,0.71,4,3171170.0,3
8,3.22,57.01,1,3.26,3.57,41,1254090.0,5
7,9.42,70.65,2,1.18,4.06,28,1470940.0,2
7,8.51,130.09,4,1.03,4.68,34,2795220.0,2
8,8.45,133.57,4,2.83,3.06,46,2876260.0,3
7,5.17,80.37,2,1.93,2.57,11,1678610.0,4
5,7.92,97.04,3,2.98,3.1,36,2054060.0000000002,2
7,1.88,46.54,1,1.4,4.72,45,1107460.0,5
10,5.77,175.09,5,1.64,3.14,43,4002620.0,4
3,9.84,68.01,2,3.64,1.29,21,1364140.0,1
5,2.98,141.69,4,1.98,3.18,10,3448940.0,3
7,7.96,118.6,3,2.57,4.4,22,2558830.0,3
9,4.96,171.58,5,0.87,2.84,44,4056150.0000000005,4
2,0.49,88.31,2,1.13,2.51,9,2221640.0,3
4,7.65,122.45,4,0.63,3.67,41,2581160.0,1
7,1.77,52.06,1,1.99,3.3,23,1247990.0,5
1,6.35,42.46,1,3.96,0.28,45,809800.0,1
2,0.95,143.85,4,3.56,3.63,15,3757800.0,2
9,9.47,48.6,1,2.72,2.04,11,1091360.0,4
10,2.99,110.87,3,3.51,4.7,49,2796770.0,5
7,2.34,160.45,5,2.58,4.85,31,4081369.9999999995,4
10,1.38,149.87,4,1.79,2.24,23,3760570.0,5
7,9.47,93.42,3,1.11,4.84,3,2051390.0,2
6,7.15,56.46,1,2.79,1.55,41,1137510.0,3
3,7.44,140.38,4,1.18,3.41,32,2957620.0,1
10,5.04,173.69,5,1.96,0.38,17,3991980.0,5
3,4.8,93.51,3,3.39,0.72,46,2040270.0,2
2,1.19,87.87,2,0.95,4.32,16,2031700.0,3
6,5.64,99.0,3,0.95,4.47,20,2130990.0,3
4,2.54,142.86,4,1.29,2.66,0,3476670.0000000005,3
5,9.77,169.14,5,2.43,1.7,45,3736049.9999999995,1
3,7.99,70.42,2,1.38,2.26,43,1394540.0,1
6,4.19,60.07,2,2.26,4.35,24,1302910.0,4
3,1.6,213.6,6,1.56,1.05,30,4715740.0,2
8,7.87,112.91,3,2.27,1.47,42,2438780.0,3
9,1.31,130.12,4,1.47,3.93,19,3254270.0,5
4,1.97,92.32,3,3.93,4.68,25,2235110.0,3
9,2.19,139.6,4,2.22,0.46,18,3475100.0,5
7,5.61,158.4,5,3.1,4.02,29,3554740.0,3
3,7.89,131.99,4,2.95,3.23,24,2787300.0,1
7,3.21,189.63,6,2.22,1.15,35,4425570.0,4
1,0.94,106.93,3,1.34,3.78,48,2757400.0,2
3,4.7,109.48,3,2.29,3.64,17,2427550.0,2
6,7.51,129.26,4,2.88,0.71,3,2779000.0,2
4,2.29,138.6,4,2.11,2.51,26,3347310.0,3
7,2.28,129.12,4,0.79,3.79,32,3162670.0,4
3,9.48,68.62,2,0.56,0.96,5,1394760.0,1
1,9.55,132.5,4,1.65,2.31,6,2803470.0,1
9,9.91,105.03,3,1.03,0.6,0,2344800.0,3
6,8.1,96.76,3,3.67,1.53,37,2058350.0,2
8,1.96,121.3,4,1.12,1.09,34,2992260.0,5
3,2.2,81.54,2,1.88,2.53,22,1882600.0000000002,3
8,3.47,74.58,2,2.99,0.71,15,1653610.0,5
2,3.25,20.0,1,3.35,1.92,33,401490.0,3
4,9.57,189.89,6,2.17,1.38,33,4199170.0,1
3,7.91,142.23,4,1.13,3.73,30,2999160.0,1
10,7.27,115.33,3,1.45,3.5,42,2564480.0,4
1,1.94,93.31,3,1.97,0.47,30,2227410.0,2
7,9.1,20.0,1,1.78,4.77,10,471760.0,3
10,8.3,90.86,3,1.72,3.72,7,2085780.0,4
2,1.72,148.63,4,0.96,3.08,50,3551320.0,2
4,8.72,157.69,5,3.7,2.39,23,3496260.0,1
9,2.8,145.69,4,0.6,0.89,22,3619740.0,5
6,0.9,126.34,4,2.04,4.81,31,3330420.0,4
8,6.6,172.15,5,3.93,0.04,14,3888450.0,3
2,6.57,106.86,3,2.81,3.46,27,2245170.0,1
7,1.04,163.41,5,1.74,2.54,19,4163590.0,5
6,3.26,104.62,3,1.01,4.51,13,2360650.0,4
9,9.93,84.75,2,3.87,1.9,25,1803930.0,3
7,6.82,79.77,2,0.55,2.59,49,1630030.0,3
1,7.33,77.42,2,2.88,3.71,36,1530940.0,1
8,2.21,146.36,4,3.58,0.24,1,3622540.0000000005,5
10,0.88,90.29,3,0.59,0.27,33,2493490.0000000005,5
3,2.84,78.68,2,3.04,1.06,33,1801720.0000000002,3
2,2.56,148.55,4,4.0,0.73,33,3558660.0000000005,2
3,2.42,133.12,4,2.74,0.03,8,3220200.0,2
6,2.01,158.5,5,1.95,3.11,43,3997770.0,4
3,5.79,140.5,4,3.56,3.98,49,2941900.0,1
10,3.35,89.88,2,2.44,4.79,2,2066620.0,5
5,8.22,123.04,4,3.12,2.2,29,2610120.0,1
6,1.92,125.01,4,2.56,1.4,18,3051480.0,4
8,4.7,83.23,2,0.63,4.32,30,1829840.0,5
7,0.24,75.82,2,1.25,4.22,15,1966689.9999999998,5
8,4.87,92.77,3,0.78,3.12,42,2113400.0,4
3,0.65,201.46,6,0.87,1.37,23,4859910.0,2
4,9.78,103.49,3,0.55,4.54,14,2206820.0,1
6,7.93,169.31,5,1.97,0.89,21,3777630.0,2
7,4.95,101.25,3,1.13,0.22,31,2279810.0,4
9,0.96,155.55,5,3.49,3.98,10,4343320.0,5
1,5.97,156.1,5,3.13,2.82,28,3437710.0,1
8,7.61,158.1,5,2.51,1.23,41,3556150.0,3
8,1.99,135.51,4,2.21,3.35,23,3347730.0,5
6,5.73,175.09,5,1.4,3.83,18,3914240.0,2
4,8.16,135.13,4,2.16,4.22,4,2884010.0,1
3,7.71,188.54,6,2.74,1.41,45,4148960.0,1
3,8.05,55.2,1,3.24,0.13,40,1077020.0,1
6,8.81,133.93,4,0.79,2.55,37,2848840.0,2
8,9.38,131.33,4,2.98,4.28,0,2877510.0000000005,2
7,4.11,82.54,2,3.1,1.04,29,1782320.0000000002,4
1,5.73,143.18,4,2.46,2.11,11,3021540.0,1
6,7.93,60.4,2,1.25,1.28,45,1223310.0,3
7,7.0,93.83,3,2.39,0.07,3,2049180.0,3
7,9.96,40.04,1,2.26,4.49,14,867520.0,2
9,0.24,182.35,6,2.16,0.68,16,5060650.0,5
10,3.62,110.74,3,2.11,3.83,11,2609830.0,5
5,2.88,206.68,6,0.89,1.73,0,4613530.0,3
1,2.7,152.12,5,1.14,1.39,12,3821640.0,1
2,2.3,137.92,4,0.84,4.71,29,3318659.9999999995,2
4,7.12,96.55,3,1.35,3.29,9,2062780.0,2
5,0.94,78.15,2,1.42,3.43,35,1968190.0,4
9,7.44,140.92,4,1.36,3.8,5,3104559.9999999995,4
1,6.96,117.14,3,1.24,1.7,8,2473100.0,1
3,2.58,66.43,2,3.07,2.82,49,1507460.0000000002,3
5,2.6,59.33,1,3.36,1.35,1,1396930.0,4
3,6.33,81.65,2,1.64,4.17,5,1660700.0,2
4,7.65,192.84,6,1.57,3.0,10,4290910.0,1
3,8.78,208.53,6,3.45,1.22,25,3982060.0,1
4,8.54,128.2,4,2.68,4.5,27,2715519.9999999995,1
1,9.65,125.96,4,1.53,2.9,12,2661430.0,1
8,5.86,106.55,3,3.0,2.48,37,2311510.0,4
4,9.1,82.62,2,1.71,0.17,11,1674030.0,1
7,8.1,175.01,5,2.55,4.55,18,3932770.0,2
2,8.96,194.94,6,3.97,4.76,17,4316230.0,1
2,0.22,84.26,2,1.56,2.81,18,2111560.0,3
6,9.66,116.69,3,3.76,2.21,27,2488150.0,1
2,4.79,102.01,3,1.62,1.8,11,2259200.0,1
6,8.0,103.19,3,2.39,1.34,31,2200280.0,2
2,1.36,167.44,5,2.11,2.87,12,4211630.0,2
4,4.02,67.52,2,3.24,0.64,22,1427960.0,3
7,2.79,138.66,4,0.71,4.6,35,3390330.0,4
8,2.99,149.13,4,2.69,0.88,29,3663190.0,5
3,1.32,114.31,3,3.16,3.73,21,2757740.0,3
9,8.08,155.72,5,2.15,1.53,37,3538750.0,3
2,0.19,125.91,4,0.87,1.13,44,3260050.0,3
8,3.19,168.69,5,1.36,2.79,41,3962090.0,4
8,1.83,59.11,1,2.88,3.83,2,1456310.0,5
4,5.93,106.05,3,3.63,3.63,8,2261680.0,2
1,2.62,117.13,3,1.98,1.17,14,2816480.0,1
1,2.66,20.0,1,2.46,1.65,29,440840.0,2
2,4.93,76.56,2,1.3,4.34,25,1609140.0,2
9,6.56,87.46,2,1.94,3.62,29,1859499.9999999998,4
2,1.3,157.93,5,1.68,3.56,4,3983690.0,2
2,1.84,91.73,3,2.79,1.34,30,2195410.0,2
6,2.55,87.28,2,3.95,3.96,21,2049410.0,4
7,9.74,152.7,5,3.35,1.79,40,3413629.9999999995,2
7,4.03,55.28,1,1.17,2.01,14,1218730.0,5
9,6.03,37.15,1,2.52,1.44,44,828360.0,5
6,2.49,105.54,3,0.73,0.61,34,2563450.0,4
8,4.96,62.09,2,1.36,2.1,18,1392730.0,5
6,0.83,63.61,2,1.1,0.08,33,1615310.0,5
2,0.44,142.94,4,1.67,2.28,17,3731330.0,2
1,4.74,155.04,5,2.88,3.63,13,3586300.0,1
5,4.05,151.55,5,2.25,4.8,21,3531000.0000000005,3
9,1.46,164.35,5,3.77,0.39,23,4231760.0,5
8,6.91,169.65,5,1.24,1.41,12,3840880.0,3
4,9.93,34.86,1,1.77,2.47,7,722370.0,1
5,4.02,138.02,4,1.65,0.85,41,3049490.0,3
5,6.28,98.82,3,1.33,0.58,1,2123050.0,2
6,9.63,90.1,3,3.98,2.26,41,1915639.9999999998,2
3,8.33,142.42,4,1.86,2.9,26,3004759.9999999995,1
5,4.69,50.79,1,3.79,4.1,33,1072000.0,3
2,7.4,49.96,1,1.87,4.99,28,993310.0,1
10,1.37,145.34,4,1.21,3.87,25,3653690.0,5
1,5.17,139.51,4,0.92,1.11,22,2933010.0,1
1,2.86,125.47,4,3.49,3.74,35,3004270.0,1
10,1.7,84.8,2,0.61,2.69,8,2121170.0,5
7,4.32,149.75,4,3.88,2.25,20,3364120.0,4
2,1.4,147.21,4,1.96,4.68,41,3528440.0,2
4,7.02,123.41,4,1.37,3.51,35,2606260.0,1
5,4.62,72.91,2,2.66,3.41,2,1577270.0,3
7,5.36,102.99,3,0.97,0.06,6,2239940.0,4
2,1.55,153.51,5,0.75,4.33,22,3857660.0,2
6,1.48,173.09,5,3.4,3.97,31,4374790.0,4
1,5.88,106.94,3,1.99,1.49,22,2243730.0,1
7,9.85,110.01,3,2.31,1.46,15,2379820.0,2
9,1.05,113.53,3,1.12,0.27,4,2859140.0,5
5,2.93,131.0,4,0.71,0.25,12,3185790.0,3
5,8.71,96.76,3,1.79,3.34,9,2076850.0,1
4,0.82,20.0,1,2.27,0.93,1,527590.0,4
3,8.77,167.71,5,3.18,4.62,15,3721680.0,1
9,5.29,191.79,6,2.25,4.21,0,4379550.0,4
5,4.14,95.5,3,3.24,1.74,5,2145240.0,3
8,3.17,77.33,2,0.9,1.9,18,1712830.0,5
9,3.04,114.52,3,0.72,1.64,32,2629000.0,5
5,3.13,112.5,3,1.06,0.46,27,2496860.0,3
10,8.86,159.82,5,3.2,0.16,4,3698160.0,3
9,7.27,122.19,4,3.16,2.26,11,2700350.0,4
2,6.73,88.3,2,0.99,4.72,29,1764450.0,1
9,8.01,67.26,2,0.61,4.59,16,1471770.0,4
4,2.65,154.63,5,2.9,4.05,18,3901950.0,3
6,6.22,143.98,4,3.49,3.14,39,3056370.0,3
6,4.65,162.42,5,3.14,4.28,41,3774079.9999999995,3
6,7.85,81.27,2,1.21,2.58,24,1664350.0,2
2,3.16,193.54,6,2.54,0.9,34,4455680.0,1
7,6.47,50.25,1,3.15,3.42,8,1069690.0,4
6,8.83,148.38,4,1.4,4.6,31,3161780.0,2
1,4.08,43.62,1,2.35,0.1,38,884870.0,2
2,0.76,88.39,2,1.6,1.26,37,2192670.0,3
7,5.21,182.44,6,1.29,1.33,14,4100050.0,3
1,3.53,153.25,5,3.89,0.5,44,3506860.0,1
1,6.76,98.15,3,3.69,1.13,45,2033720.0000000002,1
1,9.52,99.25,3,2.06,1.92,36,2069030.0,1
8,4.91,124.02,4,0.98,4.7,25,2825860.0,4
4,4.72,140.57,4,3.05,4.3,30,3112090.0,2
4,6.58,170.06,5,1.39,4.73,29,3769390.0,1
2,1.12,101.75,3,1.09,0.6,1,2465110.0,3
1,2.61,55.53,1,1.84,0.14,6,1273630.0,2
10,9.2,126.28,4,2.35,0.55,29,2805630.0,3
9,6.73,101.7,3,0.84,4.57,32,2251000.0,4
7,0.23,67.97,2,2.5,0.79,47,1730330.0,5
4,2.13,131.91,4,0.55,2.86,38,3177010.0,3
6,6.86,111.48,3,3.62,1.14,46,2357740.0,3
2,7.67,132.26,4,3.72,0.1,37,2765940.0,1
7,8.41,84.22,2,3.07,0.42,19,1742170.0,3
2,2.99,139.47,4,2.13,3.55,18,3363250.0,2
10,9.32,67.32,2,1.39,0.91,8,1512829.9999999998,4
8,5.57,86.89,2,3.1,1.15,21,1820000.0,4
8,7.0,110.28,3,3.76,1.89,31,2393900.0,3
1,6.01,189.67,6,1.05,3.29,29,4183269.9999999995,1
8,1.32,151.39,5,2.13,2.35,5,3901319.9999999995,5
2,9.63,163.09,5,1.6,4.72,16,3613820.0,1
6,1.32,176.68,5,1.75,2.17,36,4457590.0,4
1,2.62,264.11,6,1.92,1.0,14,5830500.0,1
5,8.15,121.66,4,3.83,2.68,6,2604390.0,1
7,6.22,176.82,5,1.41,2.25,13,3974130.0,3
10,8.4,160.51,5,2.22,3.94,19,3706880.0,3
1,5.21,159.84,5,3.83,4.68,29,3522010.0,1
2,3.83,190.97,6,2.17,4.18,17,4420500.0,1
7,9.23,103.23,3,3.52,1.95,21,2231210.0,2
6,0.46,100.05,3,0.71,1.08,24,2642750.0,5
3,8.58,132.79,4,3.84,4.57,23,2806890.0,1
10,2.39,112.69,3,1.16,1.93,30,2856260.0,5
2,8.5,132.74,4,3.93,3.85,48,2772310.0,1
10,1.48,182.51,6,1.11,4.95,17,4748540.0,5
4,5.84,100.87,3,2.06,2.89,33,2127990.0,2
3,8.89,107.81,3,1.58,2.4,17,2281230.0,1
7,4.79,126.97,4,2.02,3.5,13,2874320.0,4
8,7.49,110.87,3,1.38,0.97,3,2434830.0,3
2,8.07,43.44,1,3.88,2.44,6,877800.0,1
10,7.39,96.79,3,1.57,1.56,6,2207140.0,4
7,9.26,147.49,4,2.79,0.82,0,3185140.0,2
8,4.52,177.5,5,0.98,3.05,39,4167620.0,4
6,1.81,73.82,2,3.39,2.88,23,1736229.9999999998,5
6,0.57,73.63,2,2.4,3.81,31,1873970.0,5
10,2.54,121.21,4,3.93,4.36,9,3088830.0,5
1,1.52,36.98,1,1.98,1.1,8,851759.9999999999,3
4,5.62,102.2,3,1.18,3.9,38,2153820.0,2
1,1.93,50.56,1,1.71,1.84,2,1166850.0,2
4,0.49,174.76,5,3.08,3.14,43,4727720.0,3
2,0.46,89.23,2,2.81,4.25,34,2221440.0,3
5,8.33,186.11,6,3.22,1.28,4,4153760.0000000005,1
10,5.96,164.54,5,0.76,3.0,6,3808120.0,4
9,3.65,94.15,3,2.53,2.4,11,2201570.0000000005,5
10,8.95,77.12,2,3.76,3.95,22,1698540.0,4
3,0.79,112.26,3,0.88,3.49,24,2931860.0,3
8,9.81,115.81,3,0.83,3.85,16,2531880.0,2
3,6.2,133.85,4,3.01,1.44,13,2833720.0,1
6,1.92,88.94,2,1.6,3.52,34,2076060.0,5
4,6.82,149.86,4,2.81,3.03,0,3194310.0000000005,1
8,7.66,130.61,4,2.41,2.28,21,2837960.0000000005,3
6,4.35,106.38,3,3.95,1.89,27,2377190.0,3
8,8.63,91.52,3,3.61,1.66,22,2008630.0,3
1,1.59,112.6,3,2.87,0.05,17,2701630.0,2
6,2.86,87.32,2,1.42,0.85,45,2022639.9999999998,4
1,1.03,122.34,4,1.42,0.29,44,2915320.0,2
1,2.19,123.42,4,3.59,4.24,43,2947970.0,2
8,2.46,130.47,4,2.55,4.3,36,3215330.0,5
7,9.18,190.65,6,3.26,4.23,2,4296500.0,1
3,0.87,114.7,3,2.07,4.09,13,3006310.0,3
6,4.33,160.18,5,0.86,1.11,38,3721500.0,3
9,5.37,129.18,4,1.66,2.46,6,2854040.0,4
7,9.0,110.47,3,1.06,4.54,16,2395890.0,2
3,9.98,115.23,3,3.24,3.8,5,2450190.0,1
6,7.56,117.65,3,2.95,0.01,46,2485720.0,2
4,9.71,131.19,4,0.81,2.3,18,2784780.0,1
3,7.89,81.63,2,2.67,0.05,14,1642030.0,1
9,9.64,61.39,2,3.56,1.4,38,1323040.0,3
10,7.1,146.17,4,2.94,2.18,4,3250989.9999999995,4
2,0.89,155.92,5,2.29,4.46,14,4236469.999999999,2
1,4.08,149.83,4,1.59,3.27,44,3281210.0000000005,1
2,6.5,126.2,4,3.6,1.81,25,2654220.0,1
7,3.57,150.69,5,1.98,2.45,38,3524790.0,4
10,2.81,148.54,4,3.49,4.09,44,3709650.0,5
1,5.82,151.51,5,3.24,1.5,12,3349980.0,1
6,9.34,85.62,2,3.36,3.08,30,1744200.0,2
7,0.45,76.12,2,3.96,1.31,12,1968660.0,5
9,7.72,104.46,3,3.12,2.4,22,2312340.0,4
8,7.26,119.3,3,0.62,0.12,39,2574920.0,3
6,9.64,110.32,3,1.22,4.26,31,2357020.0,2
3,9.31,44.93,1,0.62,0.24,36,883460.0,1
8,7.65,188.87,6,1.16,1.12,3,4277220.0,3
7,5.25,109.04,3,0.72,1.67,16,2360460.0,4
3,2.12,126.91,4,2.26,3.13,19,3066840.0,3
9,5.5,169.78,5,0.6,3.6,45,3845760.0,4
2,7.68,26.2,1,2.15,0.4,10,526650.0,1
3,8.97,99.53,3,3.65,0.22,41,2076920.0,1
2,7.92,104.52,3,3.12,3.99,32,2191780.0,1
1,2.03,106.55,3,3.8,3.56,38,2541520.0,2
4,6.04,113.06,3,1.29,4.16,5,2415290.0,2
5,3.39,177.89,5,2.36,3.38,38,4116869.9999999995,3
6,0.19,146.94,4,1.62,3.76,46,3849340.0,4
5,2.08,158.32,5,2.23,1.9,37,3981570.0,3
1,1.22,121.88,4,2.45,2.95,17,2935570.0,2
3,8.44,64.03,2,0.63,4.03,1,1313030.0,1
1,2.66,36.81,1,1.32,0.86,40,816030.0,2
5,2.92,58.82,1,2.97,2.11,37,1351110.0,4
5,9.6,134.39,4,3.21,3.7,16,2864379.9999999995,1
6,3.85,121.27,4,2.49,2.66,23,2716770.0,4
8,0.19,111.59,3,1.45,3.41,29,2986710.0,5
10,2.91,105.26,3,1.92,1.46,42,2664240.0,5
1,1.28,200.47,6,0.84,0.16,23,4420820.0,1
4,1.12,87.08,2,3.84,0.15,3,2030300.0,4
10,0.87,157.11,5,3.54,4.71,6,4430850.000000001,5
1,5.97,120.08,4,0.73,4.72,14,2540390.0,1
9,1.97,117.56,3,1.08,1.06,29,2932480.0,5
7,3.68,167.07,5,2.53,0.74,28,3907560.0,4
7,8.63,178.5,5,1.31,0.09,48,3971870.0,2
5,4.3,110.42,3,3.77,1.16,43,2433790.0,3
7,9.17,151.97,5,3.14,1.67,44,3393540.0,2
2,5.03,134.56,4,1.46,1.21,12,2843720.0,1
4,4.05,120.3,4,0.52,3.99,39,2659060.0,2
7,7.53,128.17,4,3.3,3.75,38,2746769.9999999995,3
3,0.82,92.48,3,1.98,0.41,28,2406320.0,3
2,0.99,107.76,3,2.75,3.49,25,2804990.0,3
10,6.55,96.77,3,1.5,2.6,35,2179870.0,5
2,4.92,156.06,5,1.0,0.66,34,3589700.0,1
1,7.93,116.19,3,2.86,3.7,48,2415530.0,1
5,9.17,68.09,2,2.08,0.43,47,1357580.0,2
6,3.94,91.06,3,1.32,0.89,18,2049780.0,4
6,6.0,20.0,1,0.98,0.75,1,453520.0,4
9,5.06,100.22,3,2.53,4.7,13,2237490.0,5
4,9.82,121.51,4,3.04,3.49,15,2584650.0,1
1,8.33,114.55,3,1.49,2.06,48,2379180.0,1
6,9.13,199.21,6,3.07,4.11,35,4431770.0,1
5,2.62,143.0,4,1.14,1.08,39,3448020.0,3
10,7.75,141.22,4,1.68,4.66,40,3117260.0,4
6,2.73,54.27,1,3.11,3.48,30,1271060.0,4
3,2.17,105.41,3,2.81,2.8,47,2516630.0,3
2,9.45,100.53,3,1.45,3.97,47,2094620.0,1
6,0.29,88.56,2,0.93,3.22,48,2230510.0,5
1,9.66,88.0,2,0.65,4.44,34,1748230.0,1
7,1.58,47.68,1,3.43,4.15,21,1154510.0,5
7,8.21,68.97,2,0.76,0.99,20,1439620.0,3
10,2.83,154.96,5,0.9,1.2,27,4037500.0,5
7,3.57,114.28,3,1.33,0.33,16,2581490.0,4
10,2.25,99.74,3,2.06,1.1,49,2523900.0,5
1,5.9,119.78,3,3.26,1.72,17,2517560.0,1
4,3.55,166.7,5,1.37,0.14,31,3851009.9999999995,2
7,6.61,120.17,4,2.4,1.57,22,2591310.0,3
9,0.25,141.61,4,0.82,3.86,5,3827760.0000000005,5
5,0.74,86.14,2,2.13,4.2,28,2175770.0,4
2,1.09,95.25,3,1.12,0.04,5,2303960.0,3
7,4.25,134.16,4,1.24,0.04,32,3007360.0,4
10,8.17,195.71,6,1.78,0.73,47,4452300.0,3
1,8.89,177.19,5,3.16,4.36,31,3901740.0,1
7,2.52,143.31,4,3.1,2.35,16,3514040.0,4
6,5.79,126.06,4,1.95,4.91,3,2721130.0,3
7,7.71,176.04,5,0.92,4.44,47,3927840.0,2
10,2.96,151.79,5,1.48,4.45,30,3961170.0,5
3,4.15,28.25,1,2.27,0.64,21,592260.0,3
3,5.29,77.84,2,3.54,2.38,26,1558020.0,2
7,1.44,133.53,4,3.89,4.97,20,3279770.0,5
2,0.36,48.52,1,2.73,0.75,19,1206770.0000000002,3
1,1.61,84.1,2,1.73,2.87,33,1919310.0,2
9,6.31,92.01,3,2.93,1.72,22,2049720.0,4
9,0.83,109.75,3,1.68,1.94,43,2951700.0,5
7,1.98,108.5,3,2.69,4.45,15,2679210.0,5
7,3.44,108.44,3,1.35,2.94,5,2469210.0,4
3,0.87,153.01,5,1.43,3.79,15,4163420.0,3
10,2.0,109.39,3,0.76,3.37,6,2804340.0,5
2,9.12,104.61,3,1.97,2.65,13,2211140.0,1
7,0.29,66.03,2,2.66,3.96,2,1733010.0,5
9,6.57,160.97,5,3.26,4.85,32,3664780.0,4
1,3.91,93.14,3,3.34,4.83,48,2026400.0,1
4,6.76,76.52,2,3.97,3.95,35,1533330.0,2
6,5.93,128.52,4,0.81,2.44,38,2733990.0,3
7,2.31,89.32,2,2.23,0.82,28,2104770.0,5
10,8.49,98.96,3,2.32,0.22,38,2217280.0,4
7,4.97,130.34,4,3.32,1.16,3,2952480.0,4
10,8.24,106.94,3,1.43,1.7,38,2388710.0,4
2,4.12,212.46,6,0.74,0.65,39,4249760.0,1
4,9.85,117.01,3,1.6,1.12,40,2456850.0,1
5,7.73,144.71,4,3.94,0.42,21,3068810.0,1
1,9.66,42.33,1,3.65,2.62,14,843190.0,1
1,5.19,85.57,2,1.88,0.63,3,1721779.9999999998,1
10,4.79,76.52,2,3.57,3.71,17,1767770.0,5
3,7.58,81.82,2,0.61,1.66,43,1622109.9999999998,1
10,8.81,136.62,4,1.6,3.36,22,3036140.0,4
3,9.65,161.42,5,3.04,4.41,37,3561019.9999999995,1
8,3.31,133.79,4,1.28,0.43,3,3053960.0,5
9,8.01,110.93,3,1.19,4.95,3,2474240.0,4
1,2.19,94.77,3,3.52,3.23,17,2279420.0,2
2,5.5,164.54,5,2.66,0.27,0,3651760.0,1
10,1.88,202.85,6,3.96,1.57,31,4624880.0,5
2,3.54,125.4,4,0.97,4.43,20,2775690.0,2
4,9.32,157.57,5,1.75,2.98,37,3482750.0,1
2,1.55,133.73,4,1.59,1.44,25,3214810.0,2
7,6.36,150.22,5,3.58,4.7,40,3364660.0,3
9,5.97,73.42,2,1.39,3.94,48,1560890.0,5
7,1.3,100.47,3,1.74,3.68,20,2480900.0,5
6,3.33,135.82,4,1.0,4.44,42,3022920.0,4
10,5.67,168.5,5,3.21,3.85,28,3872490.0,4
1,1.95,87.27,2,1.33,1.43,40,1982740.0,2
10,8.03,38.67,1,0.74,2.92,42,905500.0,5
9,9.72,100.07,3,2.02,4.21,31,2215870.0,3
5,2.23,160.41,5,1.87,0.9,3,4066180.0,3
5,1.95,56.64,1,1.12,0.82,12,1325240.0,4
6,4.6,72.92,2,0.97,0.79,50,1540930.0,4
9,7.5,126.24,4,3.64,0.97,34,2759340.0,4
8,2.89,115.36,3,0.74,0.52,26,2851940.0,5
8,0.3,143.78,4,0.85,4.19,0,3859810.0,5
8,5.46,70.85,2,1.36,4.09,48,1479820.0,4
1,9.57,107.0,3,3.83,0.76,48,2215690.0,1
1,3.97,167.81,5,0.8,3.53,38,3856890.0,1
8,4.26,72.28,2,3.36,3.13,13,1611780.0,5
5,9.69,179.08,5,3.62,1.38,36,3961900.0000000005,1
9,6.98,77.3,2,1.82,1.14,29,1651460.0,4
2,7.22,153.98,5,1.53,1.25,13,3409530.0,1
9,5.67,105.08,3,2.87,3.65,10,2340110.0,4
8,9.75,74.2,2,2.96,1.6,30,1558240.0,3
9,6.92,100.12,3,3.23,1.39,27,2214070.0,4
4,8.96,141.8,4,3.41,0.11,26,2992610.0000000005,1
1,7.02,119.73,3,1.44,4.54,2,2538970.0,1
1,7.38,164.74,5,2.9,3.76,5,3652900.0,1
5,2.98,177.43,5,0.97,2.36,38,4460500.0,3
2,3.1,72.68,2,2.29,4.71,18,1534410.0000000002,2
8,7.85,69.75,2,2.65,1.47,40,1459290.0,4
10,3.04,67.81,2,1.07,3.37,33,1570680.0,5
5,5.67,84.03,2,0.77,1.53,27,1699890.0,3
5,2.57,164.17,5,1.18,1.57,11,4154209.9999999995,3
2,8.19,142.41,4,1.97,4.22,38,2988080.0,1
7,1.19,98.2,3,3.61,3.94,9,2436070.0,5
8,8.31,119.56,3,2.36,1.47,46,2574340.0,3
10,6.07,176.17,5,3.12,0.41,24,4038439.9999999995,4
1,1.95,196.32,6,1.11,1.79,22,4922470.0,1
2,5.47,130.38,4,0.87,3.8,25,2748710.0,1
10,2.9,20.0,1,1.34,0.5,18,610660.0,5
4,3.3,131.89,4,1.6,3.36,37,2913699.9999999995,3
5,3.58,157.39,5,2.42,4.45,19,3666449.9999999995,3
2,0.73,128.99,4,3.58,0.9,44,3336960.0,2
1,9.86,149.06,4,1.99,4.31,43,3117890.0,1
9,0.41,134.28,4,2.32,0.26,17,3616480.0,5
1,6.66,70.61,2,0.52,3.33,47,1385340.0,1
4,3.78,84.55,2,0.62,3.96,10,1806850.0,3
2,6.5,107.15,3,0.79,2.22,24,2253800.0,1
4,3.63,162.62,5,2.95,1.02,42,3746350.0,2
